0.2894736842	0.7105263158	0.08	0.92	0.6505149978	0.3494850022	0.8	0.2	0.8387096774	0.1612903226	1	0
0.0952380952	0.9047619048	0.08	0.92	0.6614123848	0.3385876152	0.8	0.2	0.8360655738	0.1639344262	1	0
0.0937500000	0.9062500000	0.08	0.92	0.5048400837	0.4951599163	0.8	0.2	0.8275862069	0.1724137931	1	0
0.0508474576	0.9491525424	0.08	0.92	0.9641726010	0.0358273990	0.8	0.2	0.8437500000	0.1562500000	1	0
0.3255813953	0.6744186047	0.08	0.92	0.9494930249	0.0505069751	0.8	0.2	0.8387096774	0.1612903226	1	0
0.1666666667	0.8333333333	0.08	0.92	0.5839708046	0.4160291954	0.8	0.2	0.8550724638	0.1449275362	1	0
0.3536585366	0.6463414634	0.08	0.92	0.9617720314	0.0382279686	0.8	0.2	0.8529411765	0.1470588235	1	0
0.2153846154	0.7846153846	0.08	0.92	0.5222637375	0.4777362625	0.8	0.2	0.8412698413	0.1587301587	1	0
0.1290322581	0.8709677419	0.08	0.92	0.7919854023	0.2080145977	0.8	0.2	0.8484848485	0.1515151515	1	0
0.2133333333	0.7866666667	0.08	0.92	0.8791181558	0.1208818442	0.8	0.2	0.7916666667	0.2083333333	1	0
0.2500000000	0.7500000000	0.08	0.92	0.6018143876	0.3981856124	0.8	0.2	0.8437500000	0.1562500000	1	0
0.1724137931	0.8275862069	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.8076923077	0.1923076923	1	0
0.1617647059	0.8382352941	0.08	0.92	0.7919854023	0.2080145977	0.8	0.2	0.8412698413	0.1587301587	1	0
0.1016949153	0.8983050847	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.8529411765	0.1470588235	1	0
0.2266666667	0.7733333333	0.08	0.92	0.4526808303	0.5473191697	0.8	0.2	0.7959183673	0.2040816327	1	0
0.3750000000	0.6250000000	0.08	0.92	0.5303719389	0.4696280611	0.8	0.2	0.6296296296	0.3703703704	1	0
0.2567567568	0.7432432432	0.08	0.92	0.5941732709	0.4058267291	0.8	0.2	0.8305084746	0.1694915254	1	0
0.1228070175	0.8771929825	0.08	0.92	0.9440913410	0.0559086590	0.8	0.2	0.8214285714	0.1785714286	1	0
0.0483870968	0.9516129032	0.08	0.92	0.9561742249	0.0438257751	0.8	0.2	0.8148148148	0.1851851852	1	0
0.2054794521	0.7945205479	0.08	0.92	0.5134414377	0.4865585623	0.8	0.2	0.7959183673	0.2040816327	1	0
0.2337662338	0.7662337662	0.08	0.92	0.5495570595	0.4504429405	0.8	0.2	0.7435897436	0.2564102564	1	0
0.0754716981	0.9245283019	0.08	0.92	0.8791181558	0.1208818442	0.8	0.2	0.8039215686	0.1960784314	1	0
0.1791044776	0.8208955224	0.08	0.92	0.8791181558	0.1208818442	0.8	0.2	0.8076923077	0.1923076923	1	0
0.1132075472	0.8867924528	0.08	0.92	0.9356709721	0.0643290279	0.8	0.2	0.7297297297	0.2702702703	1	0
0.1666666667	0.8333333333	0.08	0.92	0.7962049529	0.2037950471	0.8	0.2	0.8245614035	0.1754385965	1	0
0.2222222222	0.7777777778	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.7619047619	0.2380952381	1	0
0.3580246914	0.6419753086	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.8181818182	0.1818181818	1	0
0.1587301587	0.8412698413	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.7727272727	0.2272727273	1	0
0.1857142857	0.8142857143	0.08	0.92	0.5416085865	0.4583914135	0.8	0.2	0.8507462687	0.1492537313	1	0
0.4142857143	0.5857142857	0.08	0.92	0.9641726010	0.0358273990	0.8	0.2	0.8000000000	0.2000000000	1	0
0.1875000000	0.8125000000	0.08	0.92	0.8000000000	0.2000000000	0.8	0.2	0.8412698413	0.1587301587	1	0
0.3200000000	0.6800000000	0.08	0.92	0.4745387728	0.5254612272	0.8	0.2	0.7297297297	0.2702702703	1	0
0.2096774194	0.7903225806	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.8039215686	0.1960784314	1	0
0.2253521127	0.7746478873	0.08	0.92	0.3838895619	0.6161104381	0.8	0.2	0.8360655738	0.1639344262	1	0
0.2444444444	0.7555555556	0.08	0.92	0.9561742249	0.0438257751	0.8	0.2	0.8387096774	0.1612903226	1	0
0.3625000000	0.6375000000	0.08	0.92	0.5312479610	0.4687520390	0.8	0.2	0.8387096774	0.1612903226	1	0
0.0701754386	0.9298245614	0.08	0.92	0.2626495350	0.7373504650	0.8	0.2	0.8412698413	0.1587301587	1	0
0.3088235294	0.6911764706	0.08	0.92	0.5145448938	0.4854551062	0.8	0.2	0.8148148148	0.1851851852	1	0
0.2222222222	0.7777777778	0.08	0.92	0.5383753148	0.4616246852	0.8	0.2	0.8360655738	0.1639344262	1	0
0.3522727273	0.6477272727	0.08	0.92	0.8791181558	0.1208818442	0.8	0.2	0.8529411765	0.1470588235	1	0
0.7160493827	0.2839506173	0.08	0.92	0.6505149978	0.3494850022	0.8	0.2	0.8387096774	0.1612903226	1	0
0.9607843137	0.0392156863	0.08	0.92	0.6614123848	0.3385876152	0.8	0.2	0.8360655738	0.1639344262	1	0
0.9629629630	0.0370370370	0.08	0.92	0.5048400837	0.4951599163	0.8	0.2	0.8275862069	0.1724137931	1	0
0.9245283019	0.0754716981	0.08	0.92	0.9641726010	0.0358273990	0.8	0.2	0.8437500000	0.1562500000	1	0
0.9272727273	0.0727272727	0.08	0.92	0.9494930249	0.0505069751	0.8	0.2	0.8387096774	0.1612903226	1	0
0.8906250000	0.1093750000	0.08	0.92	0.5839708046	0.4160291954	0.8	0.2	0.8550724638	0.1449275362	1	0
0.6714285714	0.3285714286	0.08	0.92	0.9617720314	0.0382279686	0.8	0.2	0.8529411765	0.1470588235	1	0
0.8571428571	0.1428571429	0.08	0.92	0.5222637375	0.4777362625	0.8	0.2	0.8412698413	0.1587301587	1	0
0.8181818182	0.1818181818	0.08	0.92	0.7919854023	0.2080145977	0.8	0.2	0.8484848485	0.1515151515	1	0
0.8169014085	0.1830985915	0.08	0.92	0.8791181558	0.1208818442	0.8	0.2	0.7916666667	0.2083333333	1	0
0.9387755102	0.0612244898	0.08	0.92	0.6018143876	0.3981856124	0.8	0.2	0.8437500000	0.1562500000	1	0
0.9347826087	0.0652173913	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.8076923077	0.1923076923	1	0
0.8775510204	0.1224489796	0.08	0.92	0.7919854023	0.2080145977	0.8	0.2	0.8412698413	0.1587301587	1	0
0.8727272727	0.1272727273	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.8529411765	0.1470588235	1	0
0.7777777778	0.2222222222	0.08	0.92	0.4526808303	0.5473191697	0.8	0.2	0.7959183673	0.2040816327	1	0
0.8571428571	0.1428571429	0.08	0.92	0.5303719389	0.4696280611	0.8	0.2	0.6296296296	0.3703703704	1	0
0.8507462687	0.1492537313	0.08	0.92	0.5941732709	0.4058267291	0.8	0.2	0.8305084746	0.1694915254	1	0
0.9130434783	0.0869565217	0.08	0.92	0.9440913410	0.0559086590	0.8	0.2	0.8214285714	0.1785714286	1	0
0.9500000000	0.0500000000	0.08	0.92	0.9561742249	0.0438257751	0.8	0.2	0.8148148148	0.1851851852	1	0
0.9230769231	0.0769230769	0.08	0.92	0.5134414377	0.4865585623	0.8	0.2	0.7959183673	0.2040816327	1	0
1.0000000000	0.0000000000	0.08	0.92	0.5495570595	0.4504429405	0.8	0.2	0.7435897436	0.2564102564	1	0
1.0000000000	0.0000000000	0.08	0.92	0.8791181558	0.1208818442	0.8	0.2	0.8039215686	0.1960784314	1	0
0.9333333333	0.0666666667	0.08	0.92	0.8791181558	0.1208818442	0.8	0.2	0.8076923077	0.1923076923	1	0
0.9387755102	0.0612244898	0.08	0.92	0.9356709721	0.0643290279	0.8	0.2	0.7297297297	0.2702702703	1	0
0.7192982456	0.2807017544	0.08	0.92	0.7962049529	0.2037950471	0.8	0.2	0.8245614035	0.1754385965	1	0
0.6818181818	0.3181818182	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.7619047619	0.2380952381	1	0
0.6714285714	0.3285714286	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.8181818182	0.1818181818	1	0
0.9074074074	0.0925925926	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.7727272727	0.2272727273	1	0
0.7384615385	0.2615384615	0.08	0.92	0.5416085865	0.4583914135	0.8	0.2	0.8507462687	0.1492537313	1	0
0.6382978723	0.3617021277	0.08	0.92	0.9641726010	0.0358273990	0.8	0.2	0.8000000000	0.2000000000	1	0
0.6835443038	0.3164556962	0.08	0.92	0.8000000000	0.2000000000	0.8	0.2	0.8412698413	0.1587301587	1	0
0.8800000000	0.1200000000	0.08	0.92	0.4745387728	0.5254612272	0.8	0.2	0.7297297297	0.2702702703	1	0
0.8301886792	0.1698113208	0.08	0.92	0.5000000000	0.5000000000	0.8	0.2	0.8039215686	0.1960784314	1	0
0.7656250000	0.2343750000	0.08	0.92	0.3838895619	0.6161104381	0.8	0.2	0.8360655738	0.1639344262	1	0
0.9056603774	0.0943396226	0.08	0.92	0.9561742249	0.0438257751	0.8	0.2	0.8387096774	0.1612903226	1	0
0.6744186047	0.3255813953	0.08	0.92	0.5312479610	0.4687520390	0.8	0.2	0.8387096774	0.1612903226	1	0
0.8813559322	0.1186440678	0.08	0.92	0.2626495350	0.7373504650	0.8	0.2	0.8412698413	0.1587301587	1	0
0.6250000000	0.3750000000	0.08	0.92	0.5145448938	0.4854551062	0.8	0.2	0.8148148148	0.1851851852	1	0
0.8983050847	0.1016949153	0.08	0.92	0.5383753148	0.4616246852	0.8	0.2	0.8360655738	0.1639344262	1	0
0.9193548387	0.0806451613	0.08	0.92	0.8791181558	0.1208818442	0.8	0.2	0.8529411765	0.1470588235	1	0
