Delta	agency	region	item	verbed_by	RRact	numiterations
0.006	good_agent	verb_by	1	accused_by	0.1266351777357	22
0.006	good_agent	verb_by	2	arrested_by	0.11421273626824	20
0.006	good_agent	verb_by	3	carried_by	0.100562958756935	19
0.006	good_agent	verb_by	4	convicted_by	0.141602616102366	24
0.006	good_agent	verb_by	5	cured_by	0.155346275922599	28
0.006	good_agent	verb_by	6	entertained_by	0.112011897831681	20
0.006	good_agent	verb_by	7	evaluated_by	0.160313852227263	29
0.006	good_agent	verb_by	8	fired_by	0.110713206341115	20
0.006	good_agent	verb_by	9	frightened_by	0.124346549259902	22
0.006	good_agent	verb_by	10	graded_by	0.141888453874241	24
0.006	good_agent	verb_by	11	hired_by	0.119524215931442	21
0.006	good_agent	verb_by	12	hypnotized_by	0.111429881006329	19
0.006	good_agent	verb_by	13	instructed_by	0.129860266952462	22
0.006	good_agent	verb_by	14	interrogated_by	0.100934276156817	19
0.006	good_agent	verb_by	15	interviewed_by	0.102362695802171	20
0.006	good_agent	verb_by	16	invited_by	0.127641500248071	22
0.006	good_agent	verb_by	17	questioned_by	0.119623832331055	21
0.006	good_agent	verb_by	18	rescued_by	0.136461370530648	25
0.006	good_agent	verb_by	19	sentenced_by	0.138770369623869	24
0.006	good_agent	verb_by	20	served_by	0.107526002357441	20
0.006	good_agent	verb_by	21	shot_by	0.118794864703307	20
0.006	good_agent	verb_by	22	slaughtered_by	0.128292268525698	23
0.006	good_agent	verb_by	23	terrorized_by	0.135099273769276	24
0.006	good_agent	verb_by	24	tortured_by	0.140806397485274	24
0.006	good_agent	verb_by	25	captured_by	0.131734672177673	22
0.006	good_agent	verb_by	26	chased_by	0.108539537252563	20
0.006	good_agent	verb_by	27	devoured_by	0.116373698595425	22
0.006	good_agent	verb_by	28	dismissed_by	0.109195504378992	19
0.006	good_agent	verb_by	29	examined_by	0.1084292869952	20
0.006	good_agent	verb_by	30	executed_by	0.178829409815211	30
0.006	good_agent	verb_by	31	investigated_by	0.126047071817088	23
0.006	good_agent	verb_by	32	kicked_by	0.113908314844276	21
0.006	good_agent	verb_by	33	lectured_by	0.106235183548968	20
0.006	good_agent	verb_by	34	lifted_by	0.104477109838638	19
0.006	good_agent	verb_by	35	punished_by	0.154007582862464	26
0.006	good_agent	verb_by	36	recognized_by	0.123693671950799	22
0.006	good_agent	verb_by	37	searched_by	0.0916566090485221	17
0.006	good_agent	verb_by	38	studied_by	0.117885232273759	21
0.006	good_agent	verb_by	39	taught_by	0.114608766590692	20
0.006	good_agent	verb_by	40	worshipped_by	0.149804467044111	27
0.006	good_agent	agentNP	1	accused_by	0.17573574514238	34
0.006	good_agent	agentNP	2	arrested_by	0.16403142965887	31
0.006	good_agent	agentNP	3	carried_by	0.14880507536866	27
0.006	good_agent	agentNP	4	convicted_by	0.235868064490082	44
0.006	good_agent	agentNP	5	cured_by	0.269902541490466	47
0.006	good_agent	agentNP	6	entertained_by	0.184815872068581	36
0.006	good_agent	agentNP	7	evaluated_by	0.560910597777466	74
0.006	good_agent	agentNP	8	fired_by	0.173793299837041	31
0.006	good_agent	agentNP	9	frightened_by	0.213545638752258	37
0.006	good_agent	agentNP	10	graded_by	0.14262607237393	27
0.006	good_agent	agentNP	11	hired_by	0.172772227620739	34
0.006	good_agent	agentNP	12	hypnotized_by	0.139890830703811	25
0.006	good_agent	agentNP	13	instructed_by	0.199523307319804	36
0.006	good_agent	agentNP	14	interrogated_by	0.191573898512032	32
0.006	good_agent	agentNP	15	interviewed_by	0.121412469589208	23
0.006	good_agent	agentNP	16	invited_by	0.0762645787991066	15
0.006	good_agent	agentNP	17	questioned_by	0.168547162498581	30
0.006	good_agent	agentNP	18	rescued_by	0.169066425820155	33
0.006	good_agent	agentNP	19	sentenced_by	0.185430466504788	31
0.006	good_agent	agentNP	20	served_by	0.13517837495536	23
0.006	good_agent	agentNP	21	shot_by	0.096745953465805	20
0.006	good_agent	agentNP	22	slaughtered_by	0.15555997359968	27
0.006	good_agent	agentNP	23	terrorized_by	0.150781494100015	29
0.006	good_agent	agentNP	24	tortured_by	0.107922244543237	21
0.006	good_agent	agentNP	25	captured_by	0.183787496334466	31
0.006	good_agent	agentNP	26	chased_by	0.115916483099326	20
0.006	good_agent	agentNP	27	devoured_by	0.150071890635165	27
0.006	good_agent	agentNP	28	dismissed_by	0.119665363958117	21
0.006	good_agent	agentNP	29	examined_by	0.190955047187042	33
0.006	good_agent	agentNP	30	executed_by	0.194698931361501	36
0.006	good_agent	agentNP	31	investigated_by	0.195220964521	35
0.006	good_agent	agentNP	32	kicked_by	0.107136141931121	18
0.006	good_agent	agentNP	33	lectured_by	0.13515943401419	24
0.006	good_agent	agentNP	34	lifted_by	0.154222621257319	29
0.006	good_agent	agentNP	35	punished_by	0.253692279303689	47
0.006	good_agent	agentNP	36	recognized_by	0.170065935530191	33
0.006	good_agent	agentNP	37	searched_by	0.161313602274919	28
0.006	good_agent	agentNP	38	studied_by	0.139880450531841	27
0.006	good_agent	agentNP	39	taught_by	0.154917889455336	31
0.006	good_agent	agentNP	40	worshipped_by	0.335566093513493	56
0.006	good_agent	mainVerb	1	accused_by	0.733375301768265	46
0.006	good_agent	mainVerb	2	arrested_by	0.719547406804048	47
0.006	good_agent	mainVerb	3	carried_by	0.707207330937689	50
0.006	good_agent	mainVerb	4	convicted_by	0.763091754183298	40
0.006	good_agent	mainVerb	5	cured_by	0.776758315642642	38
0.006	good_agent	mainVerb	6	entertained_by	0.737958164720186	45
0.006	good_agent	mainVerb	7	evaluated_by	0.818227014582861	31
0.006	good_agent	mainVerb	8	fired_by	0.72950180858411	46
0.006	good_agent	mainVerb	9	frightened_by	0.753518815538287	42
0.006	good_agent	mainVerb	10	graded_by	0.697924801054464	52
0.006	good_agent	mainVerb	11	hired_by	0.728807780022012	46
0.006	good_agent	mainVerb	12	hypnotized_by	0.698807265455565	52
0.006	good_agent	mainVerb	13	instructed_by	0.74688950362479	43
0.006	good_agent	mainVerb	14	interrogated_by	0.739490954611318	44
0.006	good_agent	mainVerb	15	interviewed_by	0.671889584877598	56
0.006	good_agent	mainVerb	16	invited_by	0.575611147316745	71
0.006	good_agent	mainVerb	17	questioned_by	0.727480049491613	47
0.006	good_agent	mainVerb	18	rescued_by	0.724157761923035	47
0.006	good_agent	mainVerb	19	sentenced_by	0.738523829847118	45
0.006	good_agent	mainVerb	20	served_by	0.692702726277377	53
0.006	good_agent	mainVerb	21	shot_by	0.623275692319283	64
0.006	good_agent	mainVerb	22	slaughtered_by	0.711510221189875	49
0.006	good_agent	mainVerb	23	terrorized_by	0.706818263976511	50
0.006	good_agent	mainVerb	24	tortured_by	0.633407869678051	62
0.006	good_agent	mainVerb	25	captured_by	0.738750350519248	45
0.006	good_agent	mainVerb	26	chased_by	0.659195010591771	57
0.006	good_agent	mainVerb	27	devoured_by	0.706105367507283	49
0.006	good_agent	mainVerb	28	dismissed_by	0.665559465797591	56
0.006	good_agent	mainVerb	29	examined_by	0.740117320544269	44
0.006	good_agent	mainVerb	30	executed_by	0.746516930920947	43
0.006	good_agent	mainVerb	31	investigated_by	0.742191606896013	43
0.006	good_agent	mainVerb	32	kicked_by	0.644276923885798	60
0.006	good_agent	mainVerb	33	lectured_by	0.692788434137015	53
0.006	good_agent	mainVerb	34	lifted_by	0.713284298997093	49
0.006	good_agent	mainVerb	35	punished_by	0.772239511168007	39
0.006	good_agent	mainVerb	36	recognized_by	0.72605962541048	46
0.006	good_agent	mainVerb	37	searched_by	0.719225772704462	48
0.006	good_agent	mainVerb	38	studied_by	0.694083081369208	51
0.006	good_agent	mainVerb	39	taught_by	0.71445569575277	49
0.006	good_agent	mainVerb	40	worshipped_by	0.788368506426283	36
0.006	good_patient	verb_by	1	accused_by	0.27149954741249	46
0.006	good_patient	verb_by	2	arrested_by	0.813030621375221	33
0.006	good_patient	verb_by	3	carried_by	0.790578126563756	37
0.006	good_patient	verb_by	4	convicted_by	0.835245547498566	29
0.006	good_patient	verb_by	5	cured_by	0.831991760859225	29
0.006	good_patient	verb_by	6	entertained_by	0.779456810682282	40
0.006	good_patient	verb_by	7	evaluated_by	0.659507864147657	57
0.006	good_patient	verb_by	8	fired_by	0.71966049998304	47
0.006	good_patient	verb_by	9	frightened_by	0.791237849105352	39
0.006	good_patient	verb_by	10	graded_by	0.801725458719175	36
0.006	good_patient	verb_by	11	hired_by	0.806344478138228	36
0.006	good_patient	verb_by	12	hypnotized_by	0.774539573810282	39
0.006	good_patient	verb_by	13	instructed_by	0.802819494429453	34
0.006	good_patient	verb_by	14	interrogated_by	0.730086447414217	46
0.006	good_patient	verb_by	15	interviewed_by	0.262065241238726	47
0.006	good_patient	verb_by	16	invited_by	0.732921120482237	47
0.006	good_patient	verb_by	17	questioned_by	0.753001367666614	44
0.006	good_patient	verb_by	18	rescued_by	0.838296084314697	30
0.006	good_patient	verb_by	19	sentenced_by	0.852414590950887	29
0.006	good_patient	verb_by	20	served_by	0.782068803686311	40
0.006	good_patient	verb_by	21	shot_by	0.812394611285405	34
0.006	good_patient	verb_by	22	slaughtered_by	0.840450743037082	28
0.006	good_patient	verb_by	23	terrorized_by	0.829894823417507	30
0.006	good_patient	verb_by	24	tortured_by	0.836247296367322	29
0.006	good_patient	verb_by	25	captured_by	0.626588600852723	64
0.006	good_patient	verb_by	26	chased_by	0.193032187901691	34
0.006	good_patient	verb_by	27	devoured_by	0.189169339880105	33
0.006	good_patient	verb_by	28	dismissed_by	0.768331247529063	42
0.006	good_patient	verb_by	29	examined_by	0.242956552901205	44
0.006	good_patient	verb_by	30	executed_by	0.334873911287987	56
0.006	good_patient	verb_by	31	investigated_by	0.294824481885306	52
0.006	good_patient	verb_by	32	kicked_by	0.734741341231878	47
0.006	good_patient	verb_by	33	lectured_by	0.662168213870549	58
0.006	good_patient	verb_by	34	lifted_by	0.228802236509636	40
0.006	good_patient	verb_by	35	punished_by	0.836446071072674	30
0.006	good_patient	verb_by	36	recognized_by	0.19827165500966	34
0.006	good_patient	verb_by	37	searched_by	0.425329804447021	72
0.006	good_patient	verb_by	38	studied_by	0.172805692485513	30
0.006	good_patient	verb_by	39	taught_by	0.76925552293321	41
0.006	good_patient	verb_by	40	worshipped_by	0.837498126533668	31
0.006	good_patient	agentNP	1	accused_by	0.736132691253113	44
0.006	good_patient	agentNP	2	arrested_by	0.95305669165008	9
0.006	good_patient	agentNP	3	carried_by	0.949562296527327	10
0.006	good_patient	agentNP	4	convicted_by	0.956176274596956	8
0.006	good_patient	agentNP	5	cured_by	0.954382958504234	8
0.006	good_patient	agentNP	6	entertained_by	0.948817475829843	10
0.006	good_patient	agentNP	7	evaluated_by	0.923527634814633	14
0.006	good_patient	agentNP	8	fired_by	0.936008367144453	12
0.006	good_patient	agentNP	9	frightened_by	0.947480792571833	9
0.006	good_patient	agentNP	10	graded_by	0.954210726731405	10
0.006	good_patient	agentNP	11	hired_by	0.950902175720507	9
0.006	good_patient	agentNP	12	hypnotized_by	0.941656431502225	10
0.006	good_patient	agentNP	13	instructed_by	0.950974419920714	9
0.006	good_patient	agentNP	14	interrogated_by	0.934214387624925	11
0.006	good_patient	agentNP	15	interviewed_by	0.712300521500041	49
0.006	good_patient	agentNP	16	invited_by	0.925693505347514	13
0.006	good_patient	agentNP	17	questioned_by	0.943617531249176	11
0.006	good_patient	agentNP	18	rescued_by	0.954744939840944	8
0.006	good_patient	agentNP	19	sentenced_by	0.958860055938192	8
0.006	good_patient	agentNP	20	served_by	0.943765813884412	10
0.006	good_patient	agentNP	21	shot_by	0.949853922127278	10
0.006	good_patient	agentNP	22	slaughtered_by	0.952873570859856	8
0.006	good_patient	agentNP	23	terrorized_by	0.957829594105523	9
0.006	good_patient	agentNP	24	tortured_by	0.951157774449608	9
0.006	good_patient	agentNP	25	captured_by	0.914063027846009	16
0.006	good_patient	agentNP	26	chased_by	0.145808323335679	27
0.006	good_patient	agentNP	27	devoured_by	0.286376305105158	48
0.006	good_patient	agentNP	28	dismissed_by	0.943579350091462	11
0.006	good_patient	agentNP	29	examined_by	0.715673958712421	48
0.006	good_patient	agentNP	30	executed_by	0.772522150201077	38
0.006	good_patient	agentNP	31	investigated_by	0.758449480533905	42
0.006	good_patient	agentNP	32	kicked_by	0.931899495395452	12
0.006	good_patient	agentNP	33	lectured_by	0.916779785061412	14
0.006	good_patient	agentNP	34	lifted_by	0.695296803296026	52
0.006	good_patient	agentNP	35	punished_by	0.956093066723932	8
0.006	good_patient	agentNP	36	recognized_by	0.648255358991587	60
0.006	good_patient	agentNP	37	searched_by	0.816465857767915	31
0.006	good_patient	agentNP	38	studied_by	0.191734893142154	37
0.006	good_patient	agentNP	39	taught_by	0.94274900010639	10
0.006	good_patient	agentNP	40	worshipped_by	0.957554849870112	8
0.006	good_patient	mainVerb	1	accused_by	0.899957926798985	17
0.006	good_patient	mainVerb	2	arrested_by	0.982824840119212	3
0.006	good_patient	mainVerb	3	carried_by	0.982092174338605	4
0.006	good_patient	mainVerb	4	convicted_by	0.984819075710298	3
0.006	good_patient	mainVerb	5	cured_by	0.984165584593971	3
0.006	good_patient	mainVerb	6	entertained_by	0.981808418533478	4
0.006	good_patient	mainVerb	7	evaluated_by	0.973419222712256	5
0.006	good_patient	mainVerb	8	fired_by	0.976308397136538	4
0.006	good_patient	mainVerb	9	frightened_by	0.982167455030285	4
0.006	good_patient	mainVerb	10	graded_by	0.983696408466878	3
0.006	good_patient	mainVerb	11	hired_by	0.983083557126253	4
0.006	good_patient	mainVerb	12	hypnotized_by	0.979310613362946	4
0.006	good_patient	mainVerb	13	instructed_by	0.982167565434395	3
0.006	good_patient	mainVerb	14	interrogated_by	0.97712525500766	5
0.006	good_patient	mainVerb	15	interviewed_by	0.888951245747275	19
0.006	good_patient	mainVerb	16	invited_by	0.976148470928086	5
0.006	good_patient	mainVerb	17	questioned_by	0.979791411212555	4
0.006	good_patient	mainVerb	18	rescued_by	0.984536882392917	3
0.006	good_patient	mainVerb	19	sentenced_by	0.986230174338799	3
0.006	good_patient	mainVerb	20	served_by	0.980290214273525	4
0.006	good_patient	mainVerb	21	shot_by	0.983296421403059	4
0.006	good_patient	mainVerb	22	slaughtered_by	0.98397998373178	3
0.006	good_patient	mainVerb	23	terrorized_by	0.985339695569151	3
0.006	good_patient	mainVerb	24	tortured_by	0.983863387963708	3
0.006	good_patient	mainVerb	25	captured_by	0.971002044331923	6
0.006	good_patient	mainVerb	26	chased_by	0.703035094946083	50
0.006	good_patient	mainVerb	27	devoured_by	0.791865319857345	36
0.006	good_patient	mainVerb	28	dismissed_by	0.980017363588237	4
0.006	good_patient	mainVerb	29	examined_by	0.891598646736978	19
0.006	good_patient	mainVerb	30	executed_by	0.918233030065568	15
0.006	good_patient	mainVerb	31	investigated_by	0.911398006150838	16
0.006	good_patient	mainVerb	32	kicked_by	0.977123333760003	5
0.006	good_patient	mainVerb	33	lectured_by	0.970039807807198	5
0.006	good_patient	mainVerb	34	lifted_by	0.881408990885709	20
0.006	good_patient	mainVerb	35	punished_by	0.984843529654027	3
0.006	good_patient	mainVerb	36	recognized_by	0.864030330137862	23
0.006	good_patient	mainVerb	37	searched_by	0.934860347098037	12
0.006	good_patient	mainVerb	38	studied_by	0.748340890854423	43
0.006	good_patient	mainVerb	39	taught_by	0.979545615344533	4
0.006	good_patient	mainVerb	40	worshipped_by	0.985141800223905	3
0.0061	good_agent	verb_by	1	accused_by	0.1266351777357	22
0.0061	good_agent	verb_by	2	arrested_by	0.11421273626824	20
0.0061	good_agent	verb_by	3	carried_by	0.100562958756935	19
0.0061	good_agent	verb_by	4	convicted_by	0.141602616102366	24
0.0061	good_agent	verb_by	5	cured_by	0.155346275922599	28
0.0061	good_agent	verb_by	6	entertained_by	0.112011897831681	20
0.0061	good_agent	verb_by	7	evaluated_by	0.170086240576951	28
0.0061	good_agent	verb_by	8	fired_by	0.110713206341115	20
0.0061	good_agent	verb_by	9	frightened_by	0.124346549259902	22
0.0061	good_agent	verb_by	10	graded_by	0.141888453874241	24
0.0061	good_agent	verb_by	11	hired_by	0.119524215931442	21
0.0061	good_agent	verb_by	12	hypnotized_by	0.111429881006329	19
0.0061	good_agent	verb_by	13	instructed_by	0.129860266952462	22
0.0061	good_agent	verb_by	14	interrogated_by	0.100934276156817	19
0.0061	good_agent	verb_by	15	interviewed_by	0.114277838293923	19
0.0061	good_agent	verb_by	16	invited_by	0.127641500248071	22
0.0061	good_agent	verb_by	17	questioned_by	0.119623832331055	21
0.0061	good_agent	verb_by	18	rescued_by	0.144830048053078	24
0.0061	good_agent	verb_by	19	sentenced_by	0.138770369623869	24
0.0061	good_agent	verb_by	20	served_by	0.107526002357441	20
0.0061	good_agent	verb_by	21	shot_by	0.118794864703307	20
0.0061	good_agent	verb_by	22	slaughtered_by	0.128292268525698	23
0.0061	good_agent	verb_by	23	terrorized_by	0.135099273769276	24
0.0061	good_agent	verb_by	24	tortured_by	0.140806397485274	24
0.0061	good_agent	verb_by	25	captured_by	0.131734672177673	22
0.0061	good_agent	verb_by	26	chased_by	0.108539537252563	20
0.0061	good_agent	verb_by	27	devoured_by	0.116373698595425	22
0.0061	good_agent	verb_by	28	dismissed_by	0.109195504378992	19
0.0061	good_agent	verb_by	29	examined_by	0.1084292869952	20
0.0061	good_agent	verb_by	30	executed_by	0.178829409815211	30
0.0061	good_agent	verb_by	31	investigated_by	0.126047071817088	23
0.0061	good_agent	verb_by	32	kicked_by	0.113908314844276	21
0.0061	good_agent	verb_by	33	lectured_by	0.106235183548968	20
0.0061	good_agent	verb_by	34	lifted_by	0.104477109838638	19
0.0061	good_agent	verb_by	35	punished_by	0.154007582862464	26
0.0061	good_agent	verb_by	36	recognized_by	0.123693671950799	22
0.0061	good_agent	verb_by	37	searched_by	0.0916566090485221	17
0.0061	good_agent	verb_by	38	studied_by	0.117885232273759	21
0.0061	good_agent	verb_by	39	taught_by	0.114608766590692	20
0.0061	good_agent	verb_by	40	worshipped_by	0.149804467044111	27
0.0061	good_agent	agentNP	1	accused_by	0.17573574514238	34
0.0061	good_agent	agentNP	2	arrested_by	0.16403142965887	31
0.0061	good_agent	agentNP	3	carried_by	0.14880507536866	27
0.0061	good_agent	agentNP	4	convicted_by	0.259554220008441	43
0.0061	good_agent	agentNP	5	cured_by	0.269902541490466	47
0.0061	good_agent	agentNP	6	entertained_by	0.211831029196843	35
0.0061	good_agent	agentNP	7	evaluated_by	0.59385810325196	67
0.0061	good_agent	agentNP	8	fired_by	0.173793299837041	31
0.0061	good_agent	agentNP	9	frightened_by	0.213545638752258	37
0.0061	good_agent	agentNP	10	graded_by	0.14262607237393	27
0.0061	good_agent	agentNP	11	hired_by	0.199774848461777	33
0.0061	good_agent	agentNP	12	hypnotized_by	0.139890830703811	25
0.0061	good_agent	agentNP	13	instructed_by	0.199523307319804	36
0.0061	good_agent	agentNP	14	interrogated_by	0.191573898512032	32
0.0061	good_agent	agentNP	15	interviewed_by	0.12490283433051	24
0.0061	good_agent	agentNP	16	invited_by	0.0762645787991066	15
0.0061	good_agent	agentNP	17	questioned_by	0.168547162498581	30
0.0061	good_agent	agentNP	18	rescued_by	0.198002912165718	34
0.0061	good_agent	agentNP	19	sentenced_by	0.185430466504788	31
0.0061	good_agent	agentNP	20	served_by	0.13517837495536	23
0.0061	good_agent	agentNP	21	shot_by	0.096745953465805	20
0.0061	good_agent	agentNP	22	slaughtered_by	0.15555997359968	27
0.0061	good_agent	agentNP	23	terrorized_by	0.150781494100015	29
0.0061	good_agent	agentNP	24	tortured_by	0.107922244543237	21
0.0061	good_agent	agentNP	25	captured_by	0.183787496334466	31
0.0061	good_agent	agentNP	26	chased_by	0.115916483099326	20
0.0061	good_agent	agentNP	27	devoured_by	0.150071890635165	27
0.0061	good_agent	agentNP	28	dismissed_by	0.119665363958117	21
0.0061	good_agent	agentNP	29	examined_by	0.190955047187042	33
0.0061	good_agent	agentNP	30	executed_by	0.194698931361501	36
0.0061	good_agent	agentNP	31	investigated_by	0.195220964521	35
0.0061	good_agent	agentNP	32	kicked_by	0.107136141931121	18
0.0061	good_agent	agentNP	33	lectured_by	0.13515943401419	24
0.0061	good_agent	agentNP	34	lifted_by	0.154222621257319	29
0.0061	good_agent	agentNP	35	punished_by	0.276410090418812	46
0.0061	good_agent	agentNP	36	recognized_by	0.170065935530191	33
0.0061	good_agent	agentNP	37	searched_by	0.161313602274919	28
0.0061	good_agent	agentNP	38	studied_by	0.139880450531841	27
0.0061	good_agent	agentNP	39	taught_by	0.181850606274219	30
0.0061	good_agent	agentNP	40	worshipped_by	0.335566093513493	56
0.0061	good_agent	mainVerb	1	accused_by	0.729120270249487	45
0.0061	good_agent	mainVerb	2	arrested_by	0.719547406804048	47
0.0061	good_agent	mainVerb	3	carried_by	0.702569419783081	49
0.0061	good_agent	mainVerb	4	convicted_by	0.768986373055925	38
0.0061	good_agent	mainVerb	5	cured_by	0.77449721658798	37
0.0061	good_agent	mainVerb	6	entertained_by	0.750671720612674	42
0.0061	good_agent	mainVerb	7	evaluated_by	0.829320227855481	28
0.0061	good_agent	mainVerb	8	fired_by	0.72950180858411	46
0.0061	good_agent	mainVerb	9	frightened_by	0.750369016749824	41
0.0061	good_agent	mainVerb	10	graded_by	0.692833201910109	51
0.0061	good_agent	mainVerb	11	hired_by	0.746405189649145	43
0.0061	good_agent	mainVerb	12	hypnotized_by	0.693940617902724	51
0.0061	good_agent	mainVerb	13	instructed_by	0.74688950362479	43
0.0061	good_agent	mainVerb	14	interrogated_by	0.739490954611318	44
0.0061	good_agent	mainVerb	15	interviewed_by	0.671307428070952	54
0.0061	good_agent	mainVerb	16	invited_by	0.574079259843162	70
0.0061	good_agent	mainVerb	17	questioned_by	0.723101531697135	46
0.0061	good_agent	mainVerb	18	rescued_by	0.745855001230222	43
0.0061	good_agent	mainVerb	19	sentenced_by	0.734318505703679	44
0.0061	good_agent	mainVerb	20	served_by	0.687837327548324	52
0.0061	good_agent	mainVerb	21	shot_by	0.619874868242423	63
0.0061	good_agent	mainVerb	22	slaughtered_by	0.711510221189875	49
0.0061	good_agent	mainVerb	23	terrorized_by	0.701835159273066	49
0.0061	good_agent	mainVerb	24	tortured_by	0.629758470691244	61
0.0061	good_agent	mainVerb	25	captured_by	0.734624284763644	44
0.0061	good_agent	mainVerb	26	chased_by	0.659195010591771	57
0.0061	good_agent	mainVerb	27	devoured_by	0.706105367507283	49
0.0061	good_agent	mainVerb	28	dismissed_by	0.665559465797591	56
0.0061	good_agent	mainVerb	29	examined_by	0.740117320544269	44
0.0061	good_agent	mainVerb	30	executed_by	0.746516930920947	43
0.0061	good_agent	mainVerb	31	investigated_by	0.742191606896013	43
0.0061	good_agent	mainVerb	32	kicked_by	0.640150676090364	59
0.0061	good_agent	mainVerb	33	lectured_by	0.687940737817446	52
0.0061	good_agent	mainVerb	34	lifted_by	0.708723491300634	48
0.0061	good_agent	mainVerb	35	punished_by	0.776292373467143	37
0.0061	good_agent	mainVerb	36	recognized_by	0.72605962541048	46
0.0061	good_agent	mainVerb	37	searched_by	0.714996955811204	47
0.0061	good_agent	mainVerb	38	studied_by	0.694083081369208	51
0.0061	good_agent	mainVerb	39	taught_by	0.731758232880198	44
0.0061	good_agent	mainVerb	40	worshipped_by	0.786888328692859	35
0.0061	good_patient	verb_by	1	accused_by	0.27149954741249	46
0.0061	good_patient	verb_by	2	arrested_by	0.813030621375221	33
0.0061	good_patient	verb_by	3	carried_by	0.790578126563756	37
0.0061	good_patient	verb_by	4	convicted_by	0.835245547498566	29
0.0061	good_patient	verb_by	5	cured_by	0.831991760859225	29
0.0061	good_patient	verb_by	6	entertained_by	0.779456810682282	40
0.0061	good_patient	verb_by	7	evaluated_by	0.659507864147657	57
0.0061	good_patient	verb_by	8	fired_by	0.71966049998304	47
0.0061	good_patient	verb_by	9	frightened_by	0.771696352292284	38
0.0061	good_patient	verb_by	10	graded_by	0.801725458719175	36
0.0061	good_patient	verb_by	11	hired_by	0.786632580833834	35
0.0061	good_patient	verb_by	12	hypnotized_by	0.774539573810282	39
0.0061	good_patient	verb_by	13	instructed_by	0.802819494429453	34
0.0061	good_patient	verb_by	14	interrogated_by	0.730086447414217	46
0.0061	good_patient	verb_by	15	interviewed_by	0.276894878280071	46
0.0061	good_patient	verb_by	16	invited_by	0.732921120482237	47
0.0061	good_patient	verb_by	17	questioned_by	0.753001367666614	44
0.0061	good_patient	verb_by	18	rescued_by	0.838296084314697	30
0.0061	good_patient	verb_by	19	sentenced_by	0.831638089518478	28
0.0061	good_patient	verb_by	20	served_by	0.763393625728526	39
0.0061	good_patient	verb_by	21	shot_by	0.812394611285405	34
0.0061	good_patient	verb_by	22	slaughtered_by	0.840450743037082	28
0.0061	good_patient	verb_by	23	terrorized_by	0.829894823417507	30
0.0061	good_patient	verb_by	24	tortured_by	0.836247296367322	29
0.0061	good_patient	verb_by	25	captured_by	0.61831099637022	63
0.0061	good_patient	verb_by	26	chased_by	0.193032187901691	34
0.0061	good_patient	verb_by	27	devoured_by	0.189169339880105	33
0.0061	good_patient	verb_by	28	dismissed_by	0.750337497601342	41
0.0061	good_patient	verb_by	29	examined_by	0.258444435467492	43
0.0061	good_patient	verb_by	30	executed_by	0.334873911287987	56
0.0061	good_patient	verb_by	31	investigated_by	0.307355843314587	51
0.0061	good_patient	verb_by	32	kicked_by	0.734741341231878	47
0.0061	good_patient	verb_by	33	lectured_by	0.662168213870549	58
0.0061	good_patient	verb_by	34	lifted_by	0.228802236509636	40
0.0061	good_patient	verb_by	35	punished_by	0.836446071072674	30
0.0061	good_patient	verb_by	36	recognized_by	0.19827165500966	34
0.0061	good_patient	verb_by	37	searched_by	0.429336437090855	71
0.0061	good_patient	verb_by	38	studied_by	0.172805692485513	30
0.0061	good_patient	verb_by	39	taught_by	0.76925552293321	41
0.0061	good_patient	verb_by	40	worshipped_by	0.837498126533668	31
0.0061	good_patient	agentNP	1	accused_by	0.736132691253113	44
0.0061	good_patient	agentNP	2	arrested_by	0.95305669165008	9
0.0061	good_patient	agentNP	3	carried_by	0.949562296527327	10
0.0061	good_patient	agentNP	4	convicted_by	0.956176274596956	8
0.0061	good_patient	agentNP	5	cured_by	0.954382958504234	8
0.0061	good_patient	agentNP	6	entertained_by	0.948817475829843	10
0.0061	good_patient	agentNP	7	evaluated_by	0.923527634814633	14
0.0061	good_patient	agentNP	8	fired_by	0.936008367144453	12
0.0061	good_patient	agentNP	9	frightened_by	0.947041649181201	10
0.0061	good_patient	agentNP	10	graded_by	0.945999926074204	9
0.0061	good_patient	agentNP	11	hired_by	0.950538387652098	10
0.0061	good_patient	agentNP	12	hypnotized_by	0.941656431502225	10
0.0061	good_patient	agentNP	13	instructed_by	0.950974419920714	9
0.0061	good_patient	agentNP	14	interrogated_by	0.934214387624925	11
0.0061	good_patient	agentNP	15	interviewed_by	0.727028943196905	46
0.0061	good_patient	agentNP	16	invited_by	0.925693505347514	13
0.0061	good_patient	agentNP	17	questioned_by	0.943617531249176	11
0.0061	good_patient	agentNP	18	rescued_by	0.954744939840944	8
0.0061	good_patient	agentNP	19	sentenced_by	0.951410397769718	8
0.0061	good_patient	agentNP	20	served_by	0.943722315849766	11
0.0061	good_patient	agentNP	21	shot_by	0.949853922127278	10
0.0061	good_patient	agentNP	22	slaughtered_by	0.952873570859856	8
0.0061	good_patient	agentNP	23	terrorized_by	0.957829594105523	9
0.0061	good_patient	agentNP	24	tortured_by	0.951157774449608	9
0.0061	good_patient	agentNP	25	captured_by	0.907976404561996	16
0.0061	good_patient	agentNP	26	chased_by	0.145808323335679	27
0.0061	good_patient	agentNP	27	devoured_by	0.286376305105158	48
0.0061	good_patient	agentNP	28	dismissed_by	0.935769009276615	11
0.0061	good_patient	agentNP	29	examined_by	0.727014567632438	45
